,0
2537,3223
2538,2202
2539,6633
2540,3342
2541,2592
2542,1926
2543,2489
2544,3257
2545,2277
2546,12033
2547,5391
2548,8482
2549,10021
2550,8728
2551,14011
2552,10638
2553,11458
2554,11330
2555,9900
2556,7818
2557,12100
2558,267
2559,7271
2560,2657
2561,11183
2562,5726
2563,2177
2564,3759
2565,5618
2566,6486
2567,6640
2568,5859
2569,9011
2570,5925
2571,11966
2572,3286
2573,3763
2574,7537
2575,12386
2576,4059
2577,3492
2578,7326
2579,5210
2580,11480
2581,13993
2582,10821
2583,5542
2584,9810
2585,3148
2586,10757
2587,2967
2588,2268
2589,9783
2590,5039
2591,6474
2592,6918
2593,10858
2594,2274
2595,7585
2596,1927
2597,6465
2598,7651
2599,4711
2600,8784
2601,7956
2602,12237
2603,13220
2604,9021
2605,7422
2606,13286
2607,11390
2608,12965
2609,2844
2610,3589
2611,13234
2612,9180
2613,1929
2614,8584
2615,5054
2616,9803
2617,9914
2618,9322
2619,3293
2620,7828
2621,10449
2622,4553
2623,8315
2624,10919
2625,9251
2626,12565
2627,13644
2628,10288
2629,8702
2630,12625
2631,6239
2632,4747
2633,12971
2634,1126
2635,6746
2636,13124
2637,5510
2638,10753
2639,10797
2640,6193
2641,1144
2642,6898
2643,13187
2644,12375
2645,3284
2646,11809
2647,6838
2648,9305
2649,2378
2650,496
2651,13114
2652,2717
2653,6472
2654,542
2655,10882
2656,146
2657,3500
2658,4818
2659,11137
2660,11488
2661,8758
2662,2577
2663,424
2664,1930
2665,4833
2666,1932
2667,1934
2668,1936
2669,1940
2670,1942
2671,3819
2672,3822
2673,928
2674,1938
2675,5997
2676,971
2677,10335
2678,1944
2679,1946
2680,6728
2681,8058
2682,1948
2683,3421
2684,7882
2685,726
2686,1950
2687,4965
2688,9031
2689,11464
2690,6023
2691,10156
2692,1951
2693,1953
2694,1955
2695,1957
2696,1959
2697,2068
2698,1961
2699,6694
2700,639
2701,10965
2702,2873
2703,9759
2704,631
2705,9274
2706,13662
2707,13965
2708,7562
2709,12225
2710,1963
2711,1965
2712,684
2713,4010
2714,12940
2715,540
2716,5891
2717,2157
2718,1967
2719,688
2720,1969
2721,12956
2722,5948
2723,3777
2724,1971
2725,9959
2726,8425
2727,34
2728,1973
2729,1975
2730,9090
2731,1977
2732,2315
2733,6999
2734,4776
2735,12318
2736,11338
2737,1979
2738,4067
2739,714
2740,1981
2741,5113
2742,6272
2743,9481
2744,11711
2745,13775
2746,4873
2747,517
2748,5409
2749,7762
2750,6150
2751,3910
2752,6325
2753,6409
2754,12879
2755,2294
2756,1983
2757,2514
2758,4062
2759,947
2760,10702
2761,10205
2762,10231
2763,2746
2764,12893
2765,11632
2766,11130
2767,7341
2768,646
2769,8764
2770,13087
2771,4475
2772,11995
2773,8581
2774,2139
2775,5600
2776,12819
2777,1985
2778,1987
2779,1989
2780,992
2781,6903
2782,3693
2783,1991
2784,1993
2785,1995
2786,12297
2787,12296
2788,10424
2789,2504
2790,4468
2791,6842
2792,10012
2793,11246
2794,638
2795,13783
2796,12795
2797,7009
2798,9157
2799,1360
2800,3988
2801,11532
2802,19
2803,384
2804,11826
2805,6911
2806,8226
2807,6914
2808,10646
2809,1999
2810,9167
2811,9040
2812,13182
2813,3619
2814,2339
2815,2001
2816,11574
2817,13770
2818,4052
2819,11529
2820,2003
2821,10281
2822,9113
2823,9115
2824,899
2825,2005
2826,12806
2827,12693
2828,4563
2829,12768
2830,10082
2831,2297
2832,4613
2833,13057
2834,279
2835,9467
2836,421
2837,10014
2838,4204
2839,4252
2840,13347
2841,3184
2842,9755
2843,2752
2844,11909
2845,7106
2846,4755
2847,13089
2848,7728
2849,3045
2850,11700
2851,10397
2852,2632
2853,2494
2854,5509
2855,11788
2856,11070
2857,10805
2858,13494
2859,13246
2860,975
2861,4557
2862,8361
2863,9698
2864,13422
2865,2007
2866,9591
2867,2008
2868,338
2869,8140
2870,4989
2871,7369
2872,5198
2873,4349
2874,9303
2875,10336
2876,5220
2877,11351
2878,8457
2879,350
2880,3603
2881,9938
2882,2689
2883,737
2884,12610
2885,8525
2886,11733
2887,12733
2888,7141
2889,637
2890,7019
2891,8394
2892,6155
2893,840
2894,2010
2895,3948
2896,6644
2897,2012
2898,9916
2899,13673
2900,6380
2901,7038
2902,2299
2903,9491
2904,2015
2905,2017
2906,611
2907,7272
2908,4509
2909,11173
2910,13503
2911,4768
2912,13072
2913,7319
2914,13583
2915,2355
2916,12062
2917,2946
2918,4556
2919,13132
2920,2019
2921,144
2922,11672
2923,13768
2924,12233
2925,9194
2926,2021
2927,2348
2928,4095
2929,4392
2930,13368
2931,7489
2932,7234
2933,3746
2934,10266
2935,171
2936,8503
2937,5515
2938,3061
2939,6085
2940,2574
2941,12493
2942,3188
2943,2023
2944,2025
2945,13053
2946,9459
2947,3459
2948,8484
2949,6063
2950,13544
2951,2027
2952,8640
2953,10129
2954,567
2955,5306
2956,1916
2957,4230
2958,6391
2959,12628
2960,2029
2961,5992
2962,364
2963,5402
2964,2031
2965,5585
2966,2033
2967,2035
2968,2037
2969,177
2970,2039
2971,2916
2972,11539
2973,8591
2974,6871
2975,5205
2976,7143
2977,8059
2978,9480
2979,10040
2980,5519
2981,11601
